school_ID,state,dist,abbr_state,state_code,LEAID,year,children,grad_rate_midpt,pct_pov,pct_SP,pct_HHVJ,pct_CC,pct_NCI,pct_CD,pct_CLI,pct_hisp_latino,pct_white,pct_black,pct_native,pct_asian,pct_PI,student_total
01650,West Virginia,Wyoming County School District,WV,54,5401650,2014-2018,3376,89.09321031464395,0.26015505194664,0.3312636911869049,0.25049278140068054,0.0189278032630682,0.13995584845542908,0.113447867333889,0,0,97.7,0.3,0,0,0,4227
00013,Wisconsin,Lake Country School District,WI,55,5500013,2014-2018,510,NA,0.06342494487762451,0.1590413898229599,0.26530611515045166,0.01297297328710556,0.02710027061402797,0.03333333507180214,0,1.3,91.7,3.3,0,1.3,0,NA
00016,Wisconsin,Blair-Taylor School District,WI,55,5500016,2014-2018,653,90.57971014492753,0.13077938556671145,0.27184465527534485,0.15707316994667053,0.01766784489154815,0.2373057007789612,0.04747319966554642,0.03675344586372375,5.6,88.9,0,0,0,0,483
00017,Wisconsin,River Ridge School District,WI,55,5500017,2014-2018,744,91.43020594965675,0.19645732641220093,0.1961366981267929,0.2622298002243042,0.01828822307288646,0.19712071120738983,0.04032257944345474,0,10.3,87.3,0,0,0.6,0,437
00030,Wisconsin,Abbotsford School District,WI,55,5500030,2014-2018,852,92.03039073806079,0.1366906464099884,0.3621346950531006,0.20268692076206207,0.03975994139909744,0.08432630449533463,0.06338027864694595,0.14436618983745575,41.6,55.5,0,0,0.6,0,691
00052,Wisconsin,Trevor-Wilmot Consolidated School District,WI,55,5500052,2014-2018,675,NA,0.06844106316566467,0.19480518996715543,0.333042711019516,0,0,0,0,10.9,80.4,0,0,0,0,NA
00056,Wisconsin,Gresham School District,WI,55,5500056,2014-2018,301,82.71784232365144,0.1529411822557449,0.20817844569683075,0.2688564360141754,0.0292825773358345,0.06650831550359726,0.04983388632535934,0,3.9,56.9,0,33.3,0,0,241
00058,Wisconsin,Chequamegon School District,WI,55,5500058,2014-2018,745,88.30167597765363,0.17721518874168396,0.3937677145004273,0.24715222418308255,0.02081331983208656,0.06707946211099625,0.02550335600972175,0.00402684556320309,0.6,97.8,0,0,0,0.6,716
00060,Wisconsin,Adams-Friendship Area School District,WI,55,5500060,2014-2018,1658,90.80667506297229,0.23159898817539215,0.3298739790916443,0.3314617872238159,0.01979025639593601,0.1304558664560318,0.11338962614536284,0.00180940888822078,6,88,0.9,0.6,0.9,0,1588
00061,Wisconsin,Chetek-Weyerhaeuser Area School District,WI,55,5500061,2014-2018,1119,91.83313180169287,0.15669013559818268,0.2293388396501541,0.24930256605148315,0.01289767865091562,0.21821756660938263,0.04915102943778038,0.00714924046769738,4.1,90.7,1.6,0.4,1.6,0,827
00075,Wisconsin,Herman-Neosho-Rubicon School District,WI,55,5500075,2014-2018,744,NA,0.10602910816669464,0.21791045367717743,0.16567841172218323,0.00719794351607561,0.03890641406178474,0.04301075264811516,0,2.4,97.6,0,0,0,0,NA
00120,Wisconsin,Albany School District,WI,55,5500120,2014-2018,513,84.66445182724253,0.0882352963089943,0.1717391312122345,0.22469879686832428,0.01771336607635021,0.08751793205738068,0.03703703731298447,0.0272904485464096,2,91.8,0,0,0.8,0,301
00150,Wisconsin,Algoma School District,WI,55,5500150,2014-2018,808,89.55603448275862,0.12242090702056883,0.15672676265239716,0.18367347121238708,0.00911708269268274,0.06003937125205993,0.04826732724905014,0,3.6,95,0,0,0,0,696
00180,Wisconsin,Alma School District,WI,55,5500180,2014-2018,198,85.93922651933701,0.10614524781703948,0.2857142984867096,0.23775388300418857,0,0.04744525626301765,0.07575757801532745,0,5.3,89.5,0,0,0,0,181
00210,Wisconsin,Alma Center School District,WI,55,5500210,2014-2018,544,89.82374100719424,0.15452930331230164,0.3127962052822113,0.3106468915939331,0.02346278354525566,0.06712328642606735,0.0882352963089943,0.07352941483259201,12.7,78.2,0,0.7,0.7,0,556
00240,Wisconsin,Almond-Bancroft School District,WI,55,5500240,2014-2018,523,87.1867469879518,0.116772823035717,0.3472803235054016,0.23035851120948792,0.03168316930532455,0.12970711290836334,0.03824091702699661,0.01147227548062801,16.2,82.8,0,0,0,0,332
00270,Wisconsin,Altoona School District,WI,55,5500270,2014-2018,1716,91.84772929652715,0.10131332278251648,0.2323298454284668,0.2562130093574524,0.00406814133748412,0.06024607643485069,0.110139861702919,0.01748251728713512,5.8,83.5,0,0,0,0,1123
00300,Wisconsin,Amery School District,WI,55,5500300,2014-2018,1529,92.08646616541354,0.09660226851701736,0.3068261742591858,0.25122275948524475,0.00546163832768797,0.07004471123218536,0.05232178047299385,0,2.5,95,0.3,0,0,0,1330
00330,Wisconsin,Tomorrow River School District,WI,55,5500330,2014-2018,860,95.50113636363636,0.06989247351884842,0.20942407846450808,0.22330887615680697,0.00868232920765876,0.05464006960391998,0.02441860549151897,0,1.6,94.1,1.1,0,1.1,0,880
00360,Wisconsin,Antigo School District,WI,55,5500360,2014-2018,2760,89.11308016877638,0.1821589171886444,0.34111595153808594,0.2890303134918213,0.00922706630080938,0.1891094446182251,0.06449275463819504,0.0260869562625885,4.5,85.8,1.6,0,0,0,2370
00390,Wisconsin,Appleton Area School District,WI,55,5500390,2014-2018,16363,82.89823835579875,0.09127575159072876,0.2829388976097107,0.28168824315071106,0.01808968745172023,0.07501111924648285,0.05133533105254173,0.03740145266056061,11.1,68,4.9,0.1,11.3,0,14986
00420,Wisconsin,Arcadia School District,WI,55,5500420,2014-2018,1167,90.18080149114633,0.07030527293682098,0.215485081076622,0.15270936489105225,0.0455612950026989,0.17780429124832153,0.04027420654892921,0.12253642082214355,47.7,52.3,0,0,0,0,1073
00450,Wisconsin,Argyle School District,WI,55,5500450,2014-2018,376,88.99209486166008,0.14912280440330505,0.2993827164173126,0.21104536950588224,0.01550387591123581,0.09670782089233398,0.02393617108464241,0,2.7,94.7,0,0,2.7,0,253
00510,Wisconsin,Ashland School District,WI,55,5500510,2014-2018,2204,90.1459265890779,0.19482353329658508,0.3188854455947876,0.3048780560493469,0.01726190559566021,0.1287699043750763,0.05716878548264503,0,6.9,69.1,2.2,18.1,0.2,0,2234
