leaid,student_total,grad_rate_midpt
0902910,4673,93.46693772737
0902970,1776,90.34065315315316
0903030,3054,90.3762278978389
0903060,542,90.07749077490774
0903090,11935,88.62823627984918
0903120,83,46.626506024096386
0903180,1319,91.51705837755875
0903240,1636,93.19804400977995
0903270,2343,79.05847204438754
0903300,2333,87.77025289327047
0903330,1570,86.11656050955415
0903390,1056,90.79261363636364
0903450,2567,89.67510712894429
0903480,1053,86.40835707502374
0903515,1130,95.36725663716814
0903520,2179,94.7801743919229
0903530,754,93.59151193633953
0903535,1646,91.41251518833536
0903536,2107,95.81632653061224
0903537,3354,92.41413237924866
0903538,1991,90.91963837267704
0903539,1794,95.4108138238573
0903540,1208,93.60596026490066
0903570,511,84.6771037181996
0903600,1213,93.16817807089859
0903630,1788,94.25671140939598
0903660,4152,93.79937379576108
0903720,2031,93.5809945839488
0903750,2924,91.79958960328318
0903780,2702,94.10732790525537
0903810,4576,94.47246503496504
0903840,2161,92.2753354928274
0903990,2002,89.58491508491508
0904050,4651,88.83594925822403
0904110,4207,91.91110054670787
0904140,1329,90.84951091045899
0904170,3908,90.93295803480041
0904230,5911,91.24090678396209
0904290,1292,90.16099071207431
0904320,16975,85.82427098674522
0904380,2168,87.66928044280444
0904440,7286,88.66318967883612
0904470,2279,92.21676173760422
0904500,731,92.08481532147742
0904530,826,87.11380145278451
0904560,2322,92.57450473729543
0904590,3617,76.02792369366878
0904620,6022,96.38392560611094
0904680,2947,75.31286053613846
0904740,5967,89.9740237975532
0904830,20984,73.10722455203965
0904860,2440,89.59180327868853
0904890,2600,87.81269230769232
0904920,9344,91.39437071917808
0904950,6414,76.50140318054257
0904980,826,90.60774818401937
0905010,2099,95.55597903763697
0905040,5045,97.3623389494549
0905070,3590,90.22646239554317
0905130,3598,95.30544747081711
0905190,2629,74.80106504374287
0905220,3921,83.13542463657231
0905250,1701,83.36331569664902
0905280,2345,94.34797441364606
0905371,8362,82.7860559674719
0905372,1335,84.8554307116105
0905373,2903,94.92456079917326
1000004,2424,96.72194719471948
1000005,292,80.02397260273972
1000011,297,93.33670033670033
1000015,969,93.98348813209495
1000016,1386,94.58730158730158
1000019,261,92.62452107279694
1000023,117,26.76923076923077
1000049,909,78.4895489548955
1000055,139,90.59712230215827
1000056,320,92.20625
1000057,268,73.7723880597015
1000059,129,80.2093023255814
1000080,8446,92.0156286999763
1000170,4372,85.34263494967979
1000180,6376,84.6693851944793
1000190,6418,81.14989093175444
1000200,11663,67.55045871559633
1000230,7812,76.41500256016386
1000270,1776,86.31362612612614
1000680,8206,81.59943943456007
1000750,3140,94.26624203821656
1000790,3000,79.53566666666667
1000810,1848,78.7840909090909
1001080,3200,84.6221875
1001240,9059,83.85484049012032
1001280,13357,94.03795762521524
1001300,12178,84.13368369190343
1001530,2672,76.4940119760479
1001620,4411,86.87009748356382
1001680,3929,95.14380249427336
1001850,1892,77.20031712473573
1100005,2480,77.95322580645161
1100008,3874,84.25322663913268
1100011,496,58.2983870967742
1100013,1027,56.62122687439143
1100014,1300,45.07
1100019,904,85.67146017699116
1100022,379,83.03693931398416
1100026,1055,78.15545023696683
1100030,51773,64.8476619087169
1100031,1511,83.47452018530774
1100034,1116,78.45519713261649
1100035,1141,78.15775635407537
1100039,1187,76.68913226621736
1100043,1284,79.74610591900311
1100079,1260,59.48015873015873
1100082,1062,74.62994350282486
1100083,137,85.69343065693431
1100089,196,71.10204081632652
1100099,894,43.81991051454139
1100105,342,13.7046783625731
1100107,33,24
1200002,8742,74.16495081217113
1200030,26337,79.8860158712078
1200060,4309,76.30146205616151
1200090,24013,76.03114979386166
1200120,2748,82.16484716157206
1200150,70163,84.98098712996878
1200180,273497,79.63065042760981
1200210,2299,83.47672901261417
1200240,18819,79.846750624369
1200270,15119,79.48839208942391
1200300,38495,86.49520716976231
1200330,46036,86.8082587540186
1200360,8713,76.83599219556984
1200390,402974,80.71476571689489
1200420,4506,61.86018641810919
1200450,1826,93.28641840087623
1200480,109631,79.85717543395572
1200510,36166,76.39976773765414
1200540,14146,81.48197370281352
1200570,1172,66.28583617747441
1200600,4411,61.50464747222852
1200630,2296,90.48214285714286
1200660,851,78.33842538190365
1200690,2026,81.13672260612043
1200720,1333,71.54613653413354
1200750,5227,71.13698105988138
1200780,7509,80.06072712744707
1200810,23575,82.47253446447507
1200840,12870,70.15081585081585
1200870,211997,79.92399892451309
1200900,3021,74.64051638530287
1200930,16698,85.24781410947419
1200960,6544,72.99159535452323
1200990,676,68.44970414201184
1201020,1013,88.18262586377098
1201050,41428,78.6054359370474
1201080,90798,77.13752505561797
1201110,26189,88.7719653289549
1201140,4433,81.27114820663208
1201170,1185,78.42194092827003
1201200,2482,74.11643835616438
1201230,41675,79.33924415116977
1201260,42925,79.72295864880606
1201290,20074,84.40535020424429
1201320,8178,77.50330154071901
1201350,11282,90.65812799149087
1201380,25902,83.31059377654235
1201410,6724,70.42073170731707
1201440,199711,82.70700161733706
1201470,67546,84.37920824327125
1201500,202152,82.0396533301674
1201530,69285,80.82421880637945
1201560,99425,80.64406336434499
1201590,99854,73.26402547719671
1201620,9915,70.28895612708018
1201650,25934,84.73463407110357
1201680,42719,83.92036330438447
1201710,67951,87.90997924975349
1201740,31871,90.37375670672398
1201770,42573,85.99206069574613
1201800,7114,82.0936182175991
1201830,4967,85.15361385141937
1201860,2176,74.06433823529412
1201890,2081,75.64440172993753
1201920,64942,75.50130886021373
1201950,4580,85.35262008733625
1201980,7359,80.66992797934502
1202010,3416,74.14168618266979
1202011,12,24
1202012,1292,94.0688854489164
1202013,1673,94.99940227136881
1202014,446,92.82511210762331
1202015,1221,93.13267813267814
1202016,1189,55.89486963835155
1300001,11557,76.47443108073028
1300005,180,81.25
1300023,1346,2.684249628528975
1300026,1674,6.600358422939068
1300060,3604,85.68146503884572
1300090,1698,85.48822143698469
1300120,46303,73.66753774053517
1300150,1853,87.54722072315164
1300180,285,84.34736842105264
1300210,4694,86.49637835534725
1300214,17085,13.9465613110916
1300215,26,75
1300217,147,87.04081632653062
1300218,273,93.0952380952381
1300223,120,40.575
1300224,201,38.44776119402985
1300225,297,15.656565656565656
1300227,7780,36.78187660668381
1300231,10814,10.021176253005363
1300232,14635,48.84379911171848
1300235,7354,10.394615175414739
1300240,2723,88.89717223650385
1300246,2610,9.692337164750956
1300290,11709,81.94072935348876
1300330,13836,81.87698756866146
1300360,3167,80.93495421534575
1300390,3402,81.31099353321575
1300420,25847,74.65922544202422
1300440,2336,89.7880993150685
1300480,3753,81.5816679989342
1300510,1691,95.36842105263158
1300540,2156,80.06215213358071
1300570,7842,85.51989288446825
1300600,3682,89.4663226507333
1300630,9714,80.44543957175212
1300660,4104,90.20638401559454
1300690,3993,82.32131229651891
1300720,3201,95.8019368947204
1300750,711,87.1490857946554
1300780,7575,90.50877887788779
1300810,1919,88.87649817613341
1300840,13557,87.17880061960611
1300870,4876,86.32403609515997
1300900,3632,85.58948237885463
1300930,10727,85.42500233056774
1300990,1416,79.77330508474576
1301020,29632,82.93365280777537
1301050,1394,82.07245337159253
1301080,3298,82.19951485748939
1301110,35898,84.2067803220235
1301140,1201,96.11740216486261
1301170,11512,78.8157574704656
1301230,59327,68.72916210157264
1301260,1182,87.55414551607444
1301290,112817,81.5367276208373
1301350,7298,80.93600986571664
1301380,10236,81.70447440406409
1301410,22458,88.10949327633806
1301440,1286,90.57698289269051
1301470,3191,83.39768097774991
1301500,21216,82.83215497737557
1301530,1799,75.19677598665926
1301560,4341,84.46579129232896
1301590,1914,86.51306165099268
1301620,7994,78.73692769577184
1301650,3101,93.03128023218316
1301680,3119,94.7217056748958
1301710,6246,82.10934998398974
1301740,101890,69.89236431445677
1301770,3037,87.51728679618044
1301800,1452,78.47589531680441
1301830,15435,81.81140265630061
1301860,27467,86.41711872428732
1301870,2793,81.79233798782671
1301890,6024,83.18094289508632
1301920,2511,88.38669852648347
1301950,856,93.625
1301980,10514,86.53519117367318
1302010,2464,81.48498376623377
1302040,4223,80.8392138290315
1302070,1635,78.82324159021407
1302100,2447,92.03964037597058
1302130,20423,88.05278362630368
1302190,9654,91.65309716179823
1302220,34980,92.40242995997713
1302250,3369,87.25853368952211
1302280,94523,83.91633782254054
1302310,8172,79.89023494860498
1302340,3677,88.5719336415556
1302370,519,89.35260115606937
1302400,10726,86.6067499533843
1302430,6550,90.15908396946564
1302460,4655,85.72416756176155
1302490,2011,83.00845350571855
1302520,9533,77.92132592048674
1302550,177948,77.0414053543732
1302580,6192,86.17312661498707
1302610,25508,82.76525011761017
1302640,1154,90.24610051993066
1302670,3248,87.41687192118226
1302700,5041,90.56833961515572
1302730,2829,93.53163662071402
1302790,2044,85.96428571428572
1302820,46588,84.16738215849576
1302880,26356,84.93086963120352
1302910,1551,89.03030303030303
1302940,5742,90.58150470219437
1302970,2308,76.73700173310226
1303000,2926,84.40054682159945
1303030,2721,93.53215729511209
1303060,3197,87.16015014075695
1303090,1300,77.28769230769231
1303120,1323,86.80876795162509
1303150,4839,82.9452366191362
1303210,2496,84.99198717948718
1303240,1486,78.08344549125168
1303270,5669,86.46304462868231
1303300,9114,83.6201448321264
1303330,1259,83.43447180301827
1303360,2891,86.1041162227603
1303390,8757,87.24700239808155
1303420,3055,89.92765957446808
1303450,1923,84.95527821112844
1303480,4178,88.98922929631402
1303510,7101,73.49669060695676
1303540,1666,88.95078031212485
1303570,4008,77.91492015968065
1303600,1619,76.73687461395923
1303630,3024,83.77182539682539
1303660,1122,81.95811051693404
1303690,1991,91.72074334505274
1303720,4131,84.92568385378843
1303750,2202,54.23705722070845
1303780,2770,87.56642599277978
1303840,6949,87.85494315728883
1303870,31888,85.179910938284
1303930,18445,82.52718894009217
1303960,6349,93.88659631438021
1303990,2060,83.86165048543688
1304020,27217,82.3428739390822
1304050,3724,83.79457572502685
1304080,1687,86.05868405453468
1304110,3505,91.41597717546362
1304140,3499,87.49042583595312
1304170,3366,84.56803327391563
1304200,8412,79.90418449833571
1304220,1459,81.8101439342015
1304260,2410,88.52572614107883
1304290,295,81.28474576271186
1304320,2029,91.3883686545096
1304350,1293,81.9829853054911
1304380,33039,76.74726837979358
1304410,17818,81.18172634414637
1304440,6576,89.8441301703163
1304470,1181,90.06943268416596
1304500,2694,80.76169265033407
1304530,1632,90.55024509803921
1304540,1515,89.42508250825082
1304560,3240,86.69012345679012
1304590,473,83.83086680761099
1304620,4448,86.43277877697842
1304650,616,74.34902597402598
1304680,170,80.82352941176471
1304770,3641,80.16781104092283
1304800,1428,78.03781512605043
1304830,1798,81.97775305895439
1304860,1475,89.97966101694915
1304890,5883,87.3979262281149
1304950,3027,75.02147340601255
1304980,8554,82.93722235211597
1305040,3277,79.04821483063778
1305070,1011,93.37685459940653
1305100,1201,80.65278934221482
1305130,1254,94.01116427432217
1305190,1586,82.3688524590164
1305220,1033,86.85866408518876
1305250,2712,96.27802359882006
1305280,4892,86.17109566639412
1305310,7638,81.13406650955747
1305340,2926,77.04306220095694
1305370,8746,84.35890692888178
1305390,12035,82.18678853344413
1305430,5806,86.0406476059249
1305460,529,85.31568998109641
1305490,3381,91.46228926353149
1305550,4591,85.82160749292093
1305580,361,85.25484764542936
1305640,1032,85.11143410852713
1305670,3154,90.71116043119848
1305700,13772,78.9076386871914
1305730,1298,90.22573189522342
1305760,1710,80.6298245614035
1305790,1595,93.12100313479624
1305850,3646,76.53208996160176
1500030,174785,80.87205995937866
1600001,1133,72.1297440423654
1600002,3678,85.67890157694399
1600003,327,89.02140672782875
1600004,4667,38.35118920077138
1600005,2486,23.491150442477874
1600007,300,89.76666666666667
1600009,276,87.3913043478261
1600010,167,82.27544910179641
1600011,2033,44.42941465814068
1600012,331,89.47129909365559
1600015,311,82.82315112540194
1600030,824,91.76577669902913
1600060,1581,82.71094244149272
1600138,115,75
1600139,1200,77.52250000000001
1600140,331,81.3262839879154
1600141,382,91.42670157068063
1600143,167,73.81437125748502
1600144,3797,20.90413484329734
1600148,1373,11.773488710852147
1600149,3819,28.660120450379683
1600152,966,34.064182194616976
1600155,1760,33.685227272727275
1600156,330,91.11818181818181
1600160,26,75
1600162,27,75
1600165,531,72.07156308851225
1600169,180,78.11666666666667
1600171,386,27.712435233160626
1600172,477,81.20125786163523
1600173,567,95.70194003527337
1600174,196,88.85204081632654
1600180,384,81.34375
1600183,621,13.11755233494364
1600240,1088,84.51011029411764
1600270,4898,74.56227031441405
1600300,3414,84.98125366139425
1600330,88,75
1600360,28576,78.72623880179171
1600420,1530,79.55098039215686
1600450,263,65.1444866920152
1600480,1398,73.62303290414879
1600490,298,78.91610738255034
1600510,7278,72.89296510030228
1600540,77,75
1600570,118,75
1600600,8396,81.70319199618866
1600630,288,75.0625
1600660,5466,84.00713501646543
1600690,293,76.7098976109215
1600720,431,81.36890951276102
1600750,145,78.62068965517241
1600780,8782,85.37223867000684
1600810,421,89.88598574821853
1600815,356,59.359550561797754
1600840,165,77.9090909090909
1600870,28,75
1600900,185,77.5945945945946
1600930,11474,75.53024228690953
1600960,2640,82.93712121212121
1601020,2808,78.4675925925926
1601050,1460,78.0027397260274
1601080,806,87.96898263027296
1601110,1887,90.28245892951776
1601140,1701,85.17166372721928
1601170,210,81.25714285714287
1601200,239,89.05857740585773
1601230,489,75.66462167689161
1601260,1646,73.59416767922237
1601290,402,92.31343283582089
1601380,333,89.03903903903904
1601410,316,78.64556962025317
1601440,174,77.20689655172413
1601470,1240,93.30725806451613
1601500,266,80.18796992481202
1601530,10419,69.26931567328919
1601570,4881,82.85658676500718
1601590,4001,75.08872781804548
1601620,424,75.87735849056604
1601650,1045,84.63157894736841
1601680,178,78.96067415730337
1601710,1447,88.9426399447132
1601740,166,81.05421686746988
1601770,4963,82.57424944589965
1601800,4039,88.44813072542709
1601830,527,79.9943074003795
1601860,4576,80.04676573426573
1601900,137,78.72262773722628
1601920,5056,88.52333860759494
1601950,1122,88.70944741532976
1601980,804,88.80472636815921
1602030,852,91.18896713615024
1602060,121,75
1602070,882,92.25850340136054
1602100,34025,82.48966936076414
1602130,3901,80.38169700076904
1602160,176,80.79545454545455
1602190,5090,72.86444007858546
1602220,2317,81.67630556754425
1602250,3603,81.4548986955315
1602280,67,75
1602310,193,76.47668393782382
1602340,17828,78.44127215615885
1602370,858,84.06876456876458
1602400,88,75
1602430,180,74.26666666666667
1602460,370,89.21621621621621
1602490,901,84.28745837957825
1602520,2359,52.770665536244174
1602550,1100,93.28818181818183
1602580,1892,80.59883720930233
1602640,12984,88.20124768946395
1602670,4914,81.2155067155067
1602700,418,87.31818181818183
1602760,173,81.32947976878613
1602790,741,93.01349527665317
1602820,192,82.03125
1602850,941,69.9893730074389
1602910,1903,93.19285338938518
1602940,670,84.94328358208955
1602970,1763,91.6228020419739
1603000,634,89.77129337539432
1603030,44,75
1603060,904,88.40376106194691
1603090,1687,93.01007705986959
1603180,1463,87.25632262474369
1603240,9286,74.46101658410511
1603270,616,82.86363636363636
1603300,498,90.24899598393574
1603330,1796,85.14866369710468
1603360,1370,73.61605839416059
1603400,705,91.65673758865248
1603420,553,94.04159132007234
1603480,524,80.57633587786259
1700001,423,88.40189125295508
1700002,834,86.74820143884892
1700003,652,89.48312883435582
1700004,578,90.99480968858131
1700005,1553,87.91178364455891
1700006,1686,58.11506524317912
1700007,457,91.8621444201313
1700014,576,93.28993055555556
1700015,168,73.28571428571429
1700041,871,84.46613088404132
1700044,1051,88.01427212178878
1700045,492,87.83739837398375
1700092,961,82.67117585848075
1700102,166,75.32530120481928
1700105,343,90.96209912536443
1700106,416,90.28846153846155
1700109,390,84.66923076923077
1700110,2538,60.75492513790386
1700113,713,85.94810659186535
1700114,540,83.03703703703704
1700115,535,82.06355140186916
1700122,384,84.13020833333333
1700123,910,84.03406593406594
1700125,730,85.32465753424657
1700126,663,79.49170437405732
1700153,578,92.03114186851211
1700176,305,82.65245901639344
1700217,536,82.74253731343283
1700223,511,91.55381604696672
1700310,1098,86.62204007285975
1700314,474,88.89240506329114
1700319,841,77.55885850178359
1700320,1674,83.47013142174433
1700321,885,88.19999999999999
1700324,619,83.24878836833602
1700326,1104,88.66394927536231
1700332,1008,86.41567460317461
1701382,261,86.89655172413794
1701384,1054,84.18975332068311
1701387,407,84.4004914004914
1701390,380,89.30263157894737
1701395,1205,85.3759336099585
1701397,396,79.7020202020202
1701400,1265,95.32885375494071
1701403,1077,81.10399257195914
1701404,205,78.8048780487805
1701410,290,93.55172413793103
1701413,695,85.00863309352519
1701416,531,93.64406779661017
1701417,269,85.95167286245352
1701418,605,92.4495867768595
1701422,352,92.89772727272728
1701426,289,76.57785467128028
1703300,285,85.09473684210526
1703510,672,83.63988095238095
1703600,5399,80.81089090572328
1703660,313,88.1629392971246
1703690,696,84.96264367816092
1703780,1246,84.57624398073837
1703810,293,90.63139931740614
1703870,6312,93.19249049429658
1703960,585,90.66666666666666
1703990,686,83.89358600583091
1704020,5429,86.56345551666973
1704170,31303,91.4895057981663
1704230,286,86.65384615384616
1704260,803,92.9651307596513
1704380,479,89.93945720250521
1704440,277,86.89169675090253
1704470,725,89.96137931034482
1704620,998,92.65831663326654
1704680,11173,64.44016826277633
1704710,11144,76.83390165111271
1704770,1469,90.53778080326754
1704920,3529,88.67157835080761
1705050,7968,95.43687248995984
1705220,5027,91.91943505072607
1705310,1485,82.94949494949495
1705430,948,90.86708860759494
1705460,356,87.09550561797752
1705640,12350,88.91376518218624
1705790,7126,84.184254841425755
1705820,293,80.31399317406144
1705970,1652,81.75121065375302
1706120,1879,86.31931878658861
1706390,594,88.7121212121212
1706420,10122,75.43983402489627
1706480,3645,84.29547325102881
1706540,16704,83.67157567049809
1706600,200,80.55
1706960,5157,90.0461508629048
1707050,13416,84.14736135957065
1707200,611,93.39607201309329
1707440,280,75.75
1707650,1258,79.16057233704294
1707770,546,85.97619047619048
1707830,2595,92.90366088631986
1707950,613,80.69494290375204
1708010,1293,91.47950502706883
1708040,3027,68.60852329038653
1708070,404,81.2128712871287
1708160,341,84.0117302052786
1708220,707,93.45827439886845
1708250,786,86.94274809160305
1708280,2001,86.93403298350825
1708370,2963,86.98818764765441
1708400,20926,91.62893051706013
1708430,1150,78.65565217391304
1708460,805,83.583850931677
1708500,973,87.43679342240493
1708550,16530,87.107017543859655
1708580,382,83.54450261780104
1708610,622,92.7556270096463
1708640,1341,89.35645041014169
1709100,704,86.91477272727272
1709300,2597,75.46823257604929
1709330,491,85.35030549898167
1709400,417,90.3021582733813
1709420,7188,82.02949360044518
1709600,2211,84.75531433740389
1709810,933,85.7513397642015
1709930,326520,76.41006063947079
1710240,401,82.49875311720697
1710290,266,90.71428571428571
1710340,207,72.72946859903382
1710410,826,90.32929782082324
1710440,1488,85.10147849462365
1710530,1751,90.20559680182754
1710570,493,86.7525354969574
1710650,5757,81.50581900295293
1710740,1892,91.55972515856237
1710760,62,95
1710790,955,93.15497382198953
1710800,843,86.44365361803084
1710820,1259,81.60841938046067
1710830,304,89.45723684210526
1710980,202,78.44554455445544
1711100,440,82.85454545454544
1711250,4620,87.02272727272727
1711370,16403,95.91617387063341
1711400,374,88.02406417112299
1711610,661,88.07413010590014
1711790,4563,68.80407626561473
1711850,5536,73.85476878612717
1711880,852,89.5762910798122
1712000,5036,81.48768864177919
1712030,129,76.86046511627907
1712060,424,90.00471698113208
1712090,400,75.0675
1712240,316,88.34177215189874
1712330,2328,78.33634020618557
1712480,176,78.95454545454544
1712510,284,83.12323943661971
1712570,12764,91.90175493575681
1712700,3019,92.85425637628353
1712720,873,81.2348224513173
1712760,1117,84.85675917636527
1712810,509,86.02554027504911
1712870,770,89.45974025974026
1712930,368,82.30978260869566
1712990,1544,77.79080310880829
1713050,578,90.57785467128028
1713230,2812,89.05120910384069
1713290,1944,88.31018518518519
1713320,5294,72.17057045712127
1713370,287,87.97909407665506
1713410,234,85.71794871794872
1713500,710,84.96619718309859
1713530,6460,91.47554179566563
1713560,2054,87.3330087633885
1713590,372,82.78225806451613
1713660,1134,81.4620811287478
1713710,32046,83.4604630843163
1713860,407,83.94594594594595
1713920,866,92.729792147806
1713940,10650,84.96103286384977
1713970,6868,92.77125800815375
1714050,544,93.38235294117648
1714100,2798,85.04288777698356
1714350,558,91.47132616487455
1714430,1214,91.81795716639209
1714490,8470,88.11074380165289
1714580,2269,89.25429704715734
1715030,4513,88.94549080434301
1715100,901,84.54051054384017
1715180,503,87.19085487077535
1715400,1020,78.98137254901961
1715490,683,91.26207906295754
1715750,218,87.72935779816514
1715840,1510,91.98807947019867
1715880,719,85.17385257301808
1715900,3127,76.80940198273106
1716020,350,85.32
1716050,609,92.623973727422
1716080,4081,84.64444988973291
1716140,467,88.2441113490364
1716260,550,89.76363636363637
1716350,2001,95.69215392303849
1716380,4270,96.37423887587822
1716410,1590,90.49685534591194
1716680,1117,77.6544315129812
1716830,20114,90.40205826787313
1717280,5309,71.82934639291769
1717340,4646,88.53207059836419
1717370,391,92.03324808184144
1717550,7616,94.6469275210084
1717580,216,87.15277777777777
1717670,363,80.93939393939394
1717700,223,86.30044843049328
1717730,1528,85.99214659685865
1717790,290,74.23793103448276
1718030,1087,78.442502299908
1718060,421,88.6793349168646
1718180,422,90.34597156398104
1718200,506,85.21739130434783
1718240,5416,72.90214180206794
1718270,1577,80.48129359543437
1718390,177,81.86440677966102
1718420,2166,74.8107109879963
1718510,885,89.63163841807909
1718810,2051,83.09263773768893
1718840,1417,91.86732533521524
1718870,631,89.34865293185419
1718990,2576,87.23291925465838
1719080,9431,93.37790266143568
1719200,1239,81.8595641646489
1719260,503,87.46918489065607
1719320,11558,90.94012804983562
1719560,6587,95.34780628510703
1719620,5054,91.29165017807676
1719660,1141,71.39789658194566
1719830,6793,89.83512439275725
1719920,285,86.95789473684209
1719960,729,86.41838134430728
1719970,1863,83.01288244766505
1720170,958,84.51774530271399
1720180,840,88.3452380952381
1720280,2858,71.53708887333799
1720350,50,88.2
1720380,1165,91.40944206008584
1720430,2417,84.39429044269755
1720490,1574,91.19822109275731
1720550,1006,78.63021868787276
1720610,17218,77.49965152747126
1720760,3799,76.16767570413266
1720790,183,84.42622950819673
1721000,1886,74.95652173913044
1721300,424,78.23820754716982
1721390,885,87.20790960451977
1721680,259,88.45559845559846
1721780,4592,94.0398519163763
1721840,6649,91.9281094901489
1721900,4454,95.22025145936237
1722110,3211,83.45593273123637
1722130,722,79.47368421052632
1722150,1094,75.55758683729432
1722300,477,74.44654088050314
1722350,207,87.10144927536233
1722500,3609,93.65502909393183
1722530,795,85.43018867924528
1722620,592,92.55743243243244
1722710,325,93.23076923076924
1722740,9280,84.796875
1722770,504,90.56944444444444
1722830,8176,95.19361545988258
1722870,210,83.85714285714286
1722950,2709,78.37061646363972
1723050,2381,76.16127677446451
1723070,15550,95.86630225080386
1723200,1350,90.4711111111111
1723250,1089,83.37373737373737
1723350,8278,90.86723846339696
1723640,101,63.386138613861384
1723880,10167,91.94354283466116
1723920,1564,85.42071611253198
1723970,534,79.24344569288391
1724060,2398,91.19224353628023
1724090,15715,89.73229398663696
1724390,1853,87.53588774959525
1724480,3375,94.46992592592592
1724570,1677,89.4299344066786
1724600,3097,79.82854375201808
1724650,494,83.58906882591093
1724750,1022,88.09882583170254
1724870,1272,81.312106918239
1724900,299,89.34782608695653
1724940,2695,88.03525046382188
1725000,1798,80.58286985539489
1725050,2918,91.93077450308431
1725320,6227,90.28617311707082
1725590,551,91.66606170598911
1725650,1632,85.03370098039215
1725680,190,72
1725690,1429,90.64730580825753
1725770,2430,93.80164609053497
1726180,1268,78.4140378548896
1726340,6165,91.23390105433901
1726400,5402,89.42465753424658
1726430,1101,82.80563124432334
1726550,1230,95.58617886178862
1726640,2173,91.58490566037736
1726710,776,81.69587628865979
1726760,244,87.90983606557377
1726800,2170,90.09861751152074
1726880,25662,72.68248772504091
1726970,391,72.65984654731459
1727180,426,90.57276995305165
1727290,475,87.69684210526316
1727300,548,88.44343065693431
1727360,3258,80.75199508901167
1727390,1971,90.95890410958904
1727450,334,88.47305389221556
1727570,5820,88.37439862542955
1727610,1933,79.95447490946717
1727710,14521,96.58942221610081
1727740,1055,86.63886255924172
1727840,592,89.6081081081081
1727960,384,72.671875
1727990,695,89.13525179856116
1728200,9648,97.45315091210614
1728260,487,90.46817248459958
1728530,12001,91.87376051995668
1728560,513,89.93957115009746
1728620,9419,88.30406624907103
1728700,1486,85.56191117092867
1728810,435,73.83218390804596
1729010,12714,95.38964920560014
1729220,4675,88.8868449197861
1729280,8468,93.25838450637696
1729340,216,86.11111111111111
1729420,502,81.75498007968127
1729730,83,75
1729790,6532,90.07149418248622
1729890,1293,84.78344934261408
1729940,558,87.05734767025089
1730060,286,88.75874125874125
1730160,1255,89.87808764940239
1730200,680,88.56029411764706
1730270,11701,95.35355952482693
1730330,3953,81.85707057930685
1730450,29978,91.60297551537793
1730480,285,87.09473684210526
1730540,325,89.35384615384615
1730630,1036,89.68532818532819
1730660,408,76.66911764705883
1730750,492,78.6930894308943
1730780,211,85.521327014218
1730870,203,74.52709359605912
1730930,489,79.02249488752557
1730990,395,88.70379746835444
1731020,377,92.93103448275862
1731050,685,85.13138686131387
1731110,4529,76.66570986972842
1731230,10676,66.90483327088798
1731270,728,75.54807692307692
1731290,1496,89.40173796791444
1731410,1012,79.19762845849803
1731500,1289,89.84406516679597
1731620,1192,88.97231543624162
1731710,987,81.62208713272543
1731740,21859,92.64627842078778
1731770,1948,90.9276180698152
1731890,328,76.84756097560975
1731920,1167,89.3127677806341
1732100,517,90.62862669245648
1732220,1777,86.66291502532358
1732280,455,86.70769230769231
1732580,9640,95.1603734439834
1732700,1290,82.25271317829458
1732770,665,92.5578947368421
1732830,764,85.61125654450262
1732910,12839,73.32814082093621
1732960,761,84.22864651773982
1733000,4762,86.2585048299034
1733090,415,78.4433734939759
1733240,2003,84.69445831253121
1733270,5110,86.23933463796477
1733300,1042,91.93666026871401
1733380,1287,90.0839160839161
1733420,10471,82.84223092350301
1733510,1880,94.11170212765958
1733720,2337,90.63243474540009
1733930,871,91.1756601607348
1733950,887,92.13528748590755
1734020,3748,91.59018143009605
1734100,1250,85.1424
1734140,490,89.08775510204082
1734230,1244,84.72186495176848
1734290,2495,89.49258517034067
1734320,1782,94.63299663299664
1734380,1704,87.65492957746478
1734410,5574,79.13832077502691
1734440,1028,93.70428015564202
1734510,22209,63.83141969471836
1734990,6182,85.5734390164995
1735010,1518,82.81357048748353
1735190,1824,84.20339912280701
1735310,437,86.90160183066362
1735370,1988,87.1046277665996
1735610,167,84.1616766467066
1735850,1198,92.71368948247078
1735940,659,83.22003034901365
1735970,587,94.09028960817717
1736090,1078,86.67254174397033
1736180,1148,92.62369337979094
1736570,668,89.08083832335329
1736600,724,84.9281767955801
1736610,444,82.43243243243244
1736640,307,80.3843648208469
1736900,1157,77.39844425237683
1736960,381,86.27821522309712
1737080,11651,74.06634623637456
1737140,836,79.99162679425837
1737170,11257,93.89801901039354
1737230,417,83.56115107913669
1737350,2867,93.8848971049878
1737410,1060,93.62547169811322
1737490,723,88.76348547717842
1737590,897,91.46822742474916
1737650,397,90.72292191435767
1737830,318,86.00943396226415
1737980,508,88.98818897637796
1738070,410,65.38292682926829
1738100,2701,75.18881895594225
1738130,896,91.42857142857143
1738460,3091,91.67259786476868
1738490,296,89.34121621621622
1738700,2160,88.07407407407408
1738760,840,95.63809523809523
1738940,10149,92.91299635432063
1738970,13603,76.53929280305815
1739090,803,89.359900373599
1739120,1430,91.29090909090908
1739390,830,90.96626506024097
1739420,1058,90.10207939508507
1739450,393,89.3791348600509
1739480,321,89.61059190031152
1739600,875,92.49371428571428
1739630,346,89.26300578034682
1739870,4695,90.49989350372736
1739960,2846,80.94061841180604
1740070,15299,83.67004379371201
1740080,367,94.1825613079019
1740140,1314,82.06849315068493
